title,address,accsess,age,floor,fee,management_fee,deposit,gratuity,madori,menseki
オーキッドレジデンス三ノ輪,東京都台東区竜泉２,"
東京メトロ日比谷線/三ノ輪駅 歩3分
東京メトロ日比谷線/入谷駅 歩11分
都電荒川線/三ノ輪橋駅 歩9分
","
築5年
14階建
","
											14階",17万円,10000円,17万円,-,2LDK,46.16m2
東京メトロ日比谷線 三ノ輪駅 14階建 築5年,東京都台東区竜泉２,"
東京メトロ日比谷線/三ノ輪駅 歩3分
ＪＲ常磐線/南千住駅 歩15分
ＪＲ山手線/日暮里駅 歩24分
","
築5年
14階建
","
											4階",17万円,10000円,17万円,-,2LDK,46.16m2
ルクレ墨田緑III,東京都墨田区緑１,"
都営新宿線/森下駅 歩8分
ＪＲ総武線/両国駅 歩10分
都営大江戸線/両国駅 歩5分
","
築4年
11階建
","
											8階",19.1万円,20000円,-,19.1万円,2LDK,50.13m2
ルクレ墨田緑III,東京都墨田区緑１,"
都営新宿線/森下駅 歩8分
ＪＲ総武線/両国駅 歩10分
都営大江戸線/両国駅 歩5分
","
築4年
11階建
","
											9階",19.2万円,20000円,-,19.2万円,2LDK,50.13m2
Ｇｒａｎｄｅ Ｃａｒｒｏ,東京都足立区六町１,"
つくばエクスプレス/六町駅 歩5分
つくばエクスプレス/青井駅 歩16分
東京メトロ千代田線/北綾瀬駅 歩18分
","
築2年
8階建
","
											7階",16.8万円,8000円,-,8.4万円,2LDK,57.93m2
東京メトロ日比谷線 三ノ輪駅 10階建 新築,東京都台東区日本堤２,"
東京メトロ日比谷線/三ノ輪駅 歩5分
都電荒川線/三ノ輪橋駅 歩10分
東京メトロ日比谷線/南千住駅 歩12分
","
新築
10階建
","
											2階",16.2万円,12000円,-,16.2万円,2LDK,40.57m2
東京メトロ日比谷線 三ノ輪駅 10階建 新築,東京都台東区日本堤２,"
東京メトロ日比谷線/三ノ輪駅 歩5分
都電荒川線/三ノ輪橋駅 歩10分
東京メトロ日比谷線/南千住駅 歩12分
","
新築
10階建
","
											3階",16.3万円,12000円,-,16.3万円,2LDK,40.57m2
東京メトロ日比谷線 三ノ輪駅 10階建 新築,東京都台東区日本堤２,"
東京メトロ日比谷線/三ノ輪駅 歩5分
都電荒川線/三ノ輪橋駅 歩10分
東京メトロ日比谷線/南千住駅 歩12分
","
新築
10階建
","
											5階",18.6万円,12000円,-,18.6万円,2LDK,44.75m2
東京メトロ日比谷線 三ノ輪駅 10階建 新築,東京都台東区日本堤２,"
東京メトロ日比谷線/三ノ輪駅 歩5分
都電荒川線/三ノ輪橋駅 歩10分
東京メトロ日比谷線/南千住駅 歩12分
","
新築
10階建
","
											9階",19.8万円,12000円,-,19.8万円,2LDK,44.75m2
パークアクシス押上サウス,東京都墨田区横川３,"
東京メトロ半蔵門線/押上駅 歩5分
ＪＲ総武線快速/錦糸町駅 歩12分
東武伊勢崎線/とうきょうスカイツリー駅 歩13分
","
築5年
11階建
","
											10階",19.6万円,15000円,19.6万円,-,2LDK,45.12m2
アーバネックス蔵前レジデンス,東京都台東区蔵前４,"
都営浅草線/蔵前駅 歩3分
ＪＲ総武線/浅草橋駅 歩8分
東京メトロ銀座線/田原町駅 歩13分
","
新築
15階建
","
											2階",19.1万円,15000円,19.1万円,-,2LDK,40.35m2
アーバネックス蔵前レジデンス,東京都台東区蔵前４,"
都営浅草線/蔵前駅 歩3分
ＪＲ総武線/浅草橋駅 歩8分
東京メトロ銀座線/田原町駅 歩13分
","
新築
15階建
","
											3階",19.3万円,15000円,19.3万円,-,2LDK,40.35m2
アーバネックス蔵前レジデンス,東京都台東区蔵前４,"
都営浅草線/蔵前駅 歩3分
ＪＲ総武線/浅草橋駅 歩8分
東京メトロ銀座線/田原町駅 歩13分
","
新築
15階建
","
											4階",19.5万円,15000円,19.5万円,-,2LDK,40.35m2
ティモーネ プレミアムノルド亀戸,東京都墨田区立花３,"
東武亀戸線/東あずま駅 歩1分
ＪＲ総武線/平井駅 歩14分
東武亀戸線/亀戸水神駅 歩11分
","
築2年
9階建
","
											3階",15.9万円,7000円,15.9万円,15.9万円,2LDK,47.41m2
ティモーネ プレミアムノルド亀戸,東京都墨田区立花３,"
東武亀戸線/東あずま駅 歩1分
ＪＲ総武線/平井駅 歩14分
東武亀戸線/亀戸水神駅 歩11分
","
築2年
9階建
","
											3階",15.9万円,10000円,15.9万円,15.9万円,2LDK,47.41m2
都営浅草線 蔵前駅 15階建 新築,東京都台東区蔵前４,"
都営浅草線/蔵前駅 歩3分
ＪＲ総武線/浅草橋駅 歩8分
東京メトロ銀座線/田原町駅 歩13分
","
新築
15階建
","
											2階",19.1万円,15000円,19.1万円,-,2LDK,40.35m2
都営浅草線 蔵前駅 15階建 新築,東京都台東区蔵前４,"
都営浅草線/蔵前駅 歩3分
ＪＲ総武線/浅草橋駅 歩8分
東京メトロ銀座線/田原町駅 歩13分
","
新築
15階建
","
											3階",19.3万円,15000円,19.3万円,-,2LDK,40.35m2
都営三田線 志村三丁目駅 3階建 築4年,東京都板橋区坂下１,"
都営三田線/志村三丁目駅 歩5分
都営三田線/志村坂上駅 歩10分
ＪＲ埼京線/北赤羽駅 歩25分
","
築4年
3階建
","
											1階",14.8万円,8000円,7.4万円,22.2万円,2LDK,60.93m2
フィカーサ いちょうの木,東京都板橋区坂下１,"
都営三田線/志村三丁目駅 歩5分
都営三田線/志村坂上駅 歩10分
ＪＲ埼京線/北赤羽駅 歩25分
","
築4年
3階建
","
											1階",14.8万円,8000円,7.4万円,22.2万円,2LDK,60.93m2
ルフォンプログレ上野入谷フロント,東京都台東区下谷２,"
東京メトロ日比谷線/入谷駅 歩2分
ＪＲ山手線/鶯谷駅 歩7分
東北新幹線/上野駅 歩12分
","
築2年
13階建
","
											5階",18.6万円,15000円,18.6万円,18.6万円,2LDK,42.06m2
東京メトロ日比谷線 入谷駅 13階建 築2年,東京都台東区下谷２,"
東京メトロ日比谷線/入谷駅 歩2分
ＪＲ山手線/鶯谷駅 歩7分
東京メトロ銀座線/稲荷町駅 歩15分
","
築2年
13階建
","
											5階",18.6万円,15000円,18.6万円,18.6万円,2LDK,42.06m2
ＪＲ山手線 鶯谷駅 13階建 新築,東京都台東区根岸１,"
ＪＲ山手線/鶯谷駅 歩2分
東京メトロ日比谷線/入谷駅 歩17分
ＪＲ山手線/日暮里駅 歩15分
","
新築
13階建
","
											2階",18.8万円,15000円,-,-,2LDK,45.33m2
ＪＲ埼京線 北赤羽駅 4階建 新築,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
東京メトロ南北線/赤羽岩淵駅 歩19分
ＪＲ京浜東北線/赤羽駅 歩21分
","
新築
4階建
","
											1階",15.5万円,7000円,15.5万円,15.5万円,2LDK,57.97m2
ＪＲ埼京線 北赤羽駅 4階建 新築,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
東京メトロ南北線/赤羽岩淵駅 歩19分
ＪＲ京浜東北線/赤羽駅 歩21分
","
新築
4階建
","
											2階",15.5万円,7000円,15.5万円,15.5万円,2LDK,52.19m2
ＪＲ埼京線 北赤羽駅 4階建 新築,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
東京メトロ南北線/赤羽岩淵駅 歩19分
ＪＲ京浜東北線/赤羽駅 歩21分
","
新築
4階建
","
											1階",15.6万円,7000円,15.6万円,15.6万円,2LDK,58.62m2
ＪＲ埼京線 北赤羽駅 4階建 新築,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
東京メトロ南北線/赤羽岩淵駅 歩19分
ＪＲ京浜東北線/赤羽駅 歩21分
","
新築
4階建
","
											3階",15.6万円,7000円,15.6万円,15.6万円,2LDK,52.2m2
ＪＲ埼京線 北赤羽駅 4階建 新築,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
東京メトロ南北線/赤羽岩淵駅 歩19分
ＪＲ京浜東北線/赤羽駅 歩21分
","
新築
4階建
","
											1階",15.7万円,7000円,15.7万円,15.7万円,2LDK,59m2
ラフィーネ,東京都中野区弥生町２,"
東京メトロ丸ノ内線/中野新橋駅 歩3分
東京メトロ丸ノ内線/中野富士見町駅 歩10分
都営大江戸線/西新宿五丁目駅 歩15分
","
新築
3階建
","
											2階",17.5万円,-,17.5万円,35万円,2LDK,50.66m2
仮称アビアラ　ビューノ赤羽北,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
ＪＲ京浜東北線/赤羽駅 歩21分
都営三田線/志村坂上駅 歩25分
","
築1年
4階建
","
											1階",15.5万円,7000円,15.5万円,15.5万円,2LDK,57.97m2
仮称アビアラ　ビューノ赤羽北,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
ＪＲ京浜東北線/赤羽駅 歩21分
都営三田線/志村坂上駅 歩25分
","
築1年
4階建
","
											1階",15.5万円,7000円,15.5万円,15.5万円,2LDK,57.97m2
仮称アビアラ　ビューノ赤羽北,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
ＪＲ京浜東北線/赤羽駅 歩21分
都営三田線/志村坂上駅 歩25分
","
築1年
4階建
","
											2階",15.5万円,7000円,15.5万円,15.5万円,2LDK,52.2m2
仮称アビアラ　ビューノ赤羽北,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
ＪＲ京浜東北線/赤羽駅 歩21分
都営三田線/志村坂上駅 歩25分
","
築1年
4階建
","
											2階",15.5万円,7000円,15.5万円,15.5万円,2LDK,52.19m2
仮称アビアラ　ビューノ赤羽北,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
ＪＲ京浜東北線/赤羽駅 歩21分
都営三田線/志村坂上駅 歩25分
","
築1年
4階建
","
											1階",15.6万円,7000円,15.6万円,15.6万円,2LDK,58.62m2
仮称アビアラ　ビューノ赤羽北,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
ＪＲ京浜東北線/赤羽駅 歩21分
都営三田線/志村坂上駅 歩25分
","
築1年
4階建
","
											1階",15.6万円,7000円,15.6万円,15.6万円,2LDK,58.62m2
仮称アビアラ　ビューノ赤羽北,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
ＪＲ京浜東北線/赤羽駅 歩21分
都営三田線/志村坂上駅 歩25分
","
築1年
4階建
","
											3階",15.6万円,7000円,15.6万円,15.6万円,2LDK,52.2m2
仮称アビアラ　ビューノ赤羽北,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
ＪＲ京浜東北線/赤羽駅 歩21分
都営三田線/志村坂上駅 歩25分
","
築1年
4階建
","
											1階",15.7万円,7000円,15.7万円,15.7万円,2LDK,59m2
仮称アビアラ　ビューノ赤羽北,東京都北区赤羽北２,"
ＪＲ埼京線/北赤羽駅 歩3分
ＪＲ京浜東北線/赤羽駅 歩21分
都営三田線/志村坂上駅 歩25分
","
築1年
4階建
","
											1階",15.7万円,7000円,15.7万円,15.7万円,2LDK,59m2
（仮称）桜台2丁目計画,東京都練馬区桜台２,"
西武有楽町線/新桜台駅 歩4分
西武池袋線/江古田駅 歩11分
東京メトロ副都心線/氷川台駅 歩12分
","
新築
2階建
","
											1階",14万円,3000円,14万円,14万円,2LDK,46.89m2
（仮称）桜台2丁目計画,東京都練馬区桜台２,"
西武有楽町線/新桜台駅 歩4分
西武池袋線/江古田駅 歩11分
東京メトロ副都心線/氷川台駅 歩12分
","
新築
2階建
","
											2階",15.5万円,3000円,15.5万円,15.5万円,2LDK,57.45m2
ウェルスクエア学芸大学,東京都目黒区鷹番３,"
東急東横線/学芸大学駅 歩2分
東急東横線/祐天寺駅 歩17分
東急東横線/都立大学駅 歩20分
","
築1年
5階建
","
											1階",18.6万円,12000円,18.6万円,18.6万円,2LDK,40.8m2
ウェルスクエア学芸大学,東京都目黒区鷹番３,"
東急東横線/学芸大学駅 歩2分
東急東横線/祐天寺駅 歩17分
東急東横線/都立大学駅 歩20分
","
築1年
5階建
","
											2階",19.4万円,12000円,19.4万円,19.4万円,2LDK,40.8m2
ウェルスクエア学芸大学,東京都目黒区鷹番３,"
東急東横線/学芸大学駅 歩2分
東急東横線/祐天寺駅 歩17分
東急東横線/都立大学駅 歩20分
","
築1年
5階建
","
											3階",19.6万円,12000円,19.6万円,19.6万円,2LDK,40.8m2
ウェルスクエア学芸大学,東京都目黒区鷹番３,"
東急東横線/学芸大学駅 歩2分
東急東横線/祐天寺駅 歩17分
東急東横線/都立大学駅 歩20分
","
築1年
5階建
","
											2階",19.7万円,12000円,19.7万円,19.7万円,2LDK,40.84m2
ウェルスクエア学芸大学,東京都目黒区鷹番３,"
東急東横線/学芸大学駅 歩2分
東急東横線/祐天寺駅 歩17分
東急東横線/都立大学駅 歩20分
","
築1年
5階建
","
											4階",19.8万円,12000円,19.8万円,19.8万円,2LDK,40.8m2
ウェルスクエア学芸大学,東京都目黒区鷹番３,"
東急東横線/学芸大学駅 歩2分
東急東横線/祐天寺駅 歩17分
東急東横線/都立大学駅 歩20分
","
築1年
5階建
","
											3階",19.9万円,12000円,19.9万円,19.9万円,2LDK,40.84m2
メインステージ本蓮沼,東京都板橋区泉町,"
都営三田線/本蓮沼駅 歩4分
都営三田線/板橋本町駅 歩10分
東武東上線/中板橋駅 歩20分
","
築3年
5階建
","
											4階",18.5万円,20000円,-,18.5万円,2LDK,56.89m2
東武東上線 上板橋駅 3階建 築2年,東京都板橋区上板橋１,"
東武東上線/上板橋駅 歩4分
東武東上線/ときわ台駅 歩16分
東武東上線/東武練馬駅 歩22分
","
築2年
3階建
","
											2階",15.5万円,10000円,15.5万円,15.5万円,2LDK,57.37m2
東武東上線 上板橋駅 3階建 築2年,東京都板橋区上板橋１,"
東武東上線/上板橋駅 歩4分
東武東上線/ときわ台駅 歩16分
東武東上線/東武練馬駅 歩22分
","
築2年
3階建
","
											2階",16万円,10000円,16万円,16万円,2LDK,56.84m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											2階",17.3万円,15000円,17.3万円,17.3万円,2LDK,55.45m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											2階",17.3万円,15000円,17.3万円,17.3万円,2LDK,55.4m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											4階",17.5万円,15000円,17.5万円,17.5万円,2LDK,55.45m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											2階",18.2万円,15000円,18.2万円,18.2万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											3階",18.3万円,15000円,18.3万円,18.3万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											4階",18.4万円,15000円,18.4万円,18.4万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											5階",18.5万円,15000円,18.5万円,18.5万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											6階",18.6万円,15000円,18.6万円,18.6万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											7階",18.7万円,15000円,18.7万円,18.7万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											8階",18.8万円,15000円,18.8万円,18.8万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											9階",18.9万円,15000円,18.9万円,18.9万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											10階",19万円,15000円,19万円,19万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											11階",19.1万円,15000円,19.1万円,19.1万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											12階",19.2万円,15000円,19.2万円,19.2万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											13階",19.3万円,15000円,19.3万円,19.3万円,2LDK,55.2m2
都営三田線 本蓮沼駅 14階建 新築,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/板橋本町駅 歩15分
都営三田線/志村坂上駅 歩14分
","
新築
14階建
","
											14階",19.5万円,15000円,19.5万円,19.5万円,2LDK,55.2m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											1階",16.1万円,10000円,16.1万円,16.1万円,2LDK,40.9m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											1階",16.2万円,10000円,16.2万円,16.2万円,2LDK,40.28m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											2階",16.7万円,10000円,16.7万円,16.7万円,2LDK,40.9m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											3階",16.8万円,10000円,16.8万円,16.8万円,2LDK,40.9m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											2階",16.9万円,10000円,16.9万円,16.9万円,2LDK,40.28m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											3階",17万円,10000円,17万円,17万円,2LDK,40.28m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											5階",17.2万円,10000円,17.2万円,17.2万円,2LDK,40.9m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											5階",17.5万円,10000円,17.5万円,17.5万円,2LDK,40.28m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											4階",18.6万円,10000円,18.6万円,18.6万円,2LDK,47.36m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											4階",18.8万円,10000円,18.8万円,18.8万円,2LDK,48.93m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											4階",18.6万円,12000円,18.6万円,18.6万円,2LDK,47.36m2
ウェルスクエア高井戸東,東京都杉並区高井戸東３,"
京王井の頭線/浜田山駅 歩5分
京王井の頭線/高井戸駅 歩13分
京王井の頭線/西永福駅 歩16分
","
新築
5階建
","
											4階",18.8万円,12000円,18.8万円,18.8万円,2LDK,48.93m2
ウェルスクエアイズム桜上水,東京都杉並区下高井戸１,"
京王線/桜上水駅 歩4分
京王線/上北沢駅 歩10分
東急世田谷線/下高井戸駅 歩14分
","
築2年
4階建
","
											3階",16万円,10000円,-,-,2LDK,40.62m2
京王井の頭線 高井戸駅 5階建 新築,東京都杉並区高井戸東３,"
京王井の頭線/高井戸駅 歩4分
京王井の頭線/富士見ヶ丘駅 歩14分
京王線/八幡山駅 歩24分
","
新築
5階建
","
											1階",16.1万円,10000円,16.1万円,16.1万円,2LDK,40.9m2
京王井の頭線 高井戸駅 5階建 新築,東京都杉並区高井戸東３,"
京王井の頭線/高井戸駅 歩4分
京王井の頭線/富士見ヶ丘駅 歩14分
京王線/八幡山駅 歩24分
","
新築
5階建
","
											1階",16.2万円,10000円,16.2万円,16.2万円,2LDK,40.28m2
京王井の頭線 高井戸駅 5階建 新築,東京都杉並区高井戸東３,"
京王井の頭線/高井戸駅 歩4分
京王井の頭線/富士見ヶ丘駅 歩14分
京王線/八幡山駅 歩24分
","
新築
5階建
","
											2階",16.7万円,10000円,16.7万円,16.7万円,2LDK,40.9m2
京王井の頭線 高井戸駅 5階建 新築,東京都杉並区高井戸東３,"
京王井の頭線/高井戸駅 歩4分
京王井の頭線/富士見ヶ丘駅 歩14分
京王線/八幡山駅 歩24分
","
新築
5階建
","
											3階",16.8万円,10000円,16.8万円,16.8万円,2LDK,40.9m2
京王井の頭線 高井戸駅 5階建 新築,東京都杉並区高井戸東３,"
京王井の頭線/高井戸駅 歩4分
京王井の頭線/富士見ヶ丘駅 歩14分
京王線/八幡山駅 歩24分
","
新築
5階建
","
											2階",16.9万円,10000円,16.9万円,16.9万円,2LDK,40.28m2
京王井の頭線 高井戸駅 5階建 新築,東京都杉並区高井戸東３,"
京王井の頭線/高井戸駅 歩4分
京王井の頭線/富士見ヶ丘駅 歩14分
京王線/八幡山駅 歩24分
","
新築
5階建
","
											3階",17万円,10000円,17万円,17万円,2LDK,40.28m2
京王井の頭線 高井戸駅 5階建 新築,東京都杉並区高井戸東３,"
京王井の頭線/高井戸駅 歩4分
京王井の頭線/富士見ヶ丘駅 歩14分
京王線/八幡山駅 歩24分
","
新築
5階建
","
											5階",17.2万円,10000円,17.2万円,17.2万円,2LDK,40.9m2
京王井の頭線 高井戸駅 5階建 新築,東京都杉並区高井戸東３,"
京王井の頭線/高井戸駅 歩4分
京王井の頭線/富士見ヶ丘駅 歩14分
京王線/八幡山駅 歩24分
","
新築
5階建
","
											5階",17.5万円,10000円,17.5万円,17.5万円,2LDK,40.28m2
京王井の頭線 高井戸駅 5階建 新築,東京都杉並区高井戸東３,"
京王井の頭線/高井戸駅 歩4分
京王井の頭線/富士見ヶ丘駅 歩14分
京王線/八幡山駅 歩24分
","
新築
5階建
","
											4階",18.6万円,12000円,18.6万円,18.6万円,2LDK,47.36m2
京王井の頭線 高井戸駅 5階建 新築,東京都杉並区高井戸東３,"
京王井の頭線/高井戸駅 歩4分
京王井の頭線/富士見ヶ丘駅 歩14分
京王線/八幡山駅 歩24分
","
新築
5階建
","
											4階",18.8万円,12000円,18.8万円,18.8万円,2LDK,48.93m2
京王井の頭線 永福町駅 4階建 新築,東京都杉並区和泉３,"
京王井の頭線/永福町駅 歩5分
京王井の頭線/西永福駅 歩12分
東京メトロ丸ノ内線/方南町駅 歩17分
","
新築
4階建
","
											1階",17.3万円,10000円,17.3万円,17.3万円,2LDK,46.44m2
京王井の頭線 永福町駅 4階建 新築,東京都杉並区和泉３,"
京王井の頭線/永福町駅 歩5分
京王井の頭線/西永福駅 歩12分
東京メトロ丸ノ内線/方南町駅 歩17分
","
新築
4階建
","
											4階",17.5万円,10000円,17.5万円,17.5万円,2LDK,40.89m2
京王井の頭線 永福町駅 4階建 新築,東京都杉並区和泉３,"
京王井の頭線/永福町駅 歩5分
京王井の頭線/西永福駅 歩12分
東京メトロ丸ノ内線/方南町駅 歩17分
","
新築
4階建
","
											2階",17.7万円,10000円,17.7万円,17.7万円,2LDK,42.88m2
京王井の頭線 永福町駅 4階建 新築,東京都杉並区和泉３,"
京王井の頭線/永福町駅 歩5分
京王井の頭線/西永福駅 歩12分
東京メトロ丸ノ内線/方南町駅 歩17分
","
新築
4階建
","
											3階",17.8万円,10000円,17.8万円,17.8万円,2LDK,42.88m2
京王井の頭線 永福町駅 4階建 新築,東京都杉並区和泉３,"
京王井の頭線/永福町駅 歩5分
京王井の頭線/西永福駅 歩12分
東京メトロ丸ノ内線/方南町駅 歩17分
","
新築
4階建
","
											2階",18万円,10000円,18万円,18万円,2SLDK,46.44m2
京王井の頭線 永福町駅 4階建 新築,東京都杉並区和泉３,"
京王井の頭線/永福町駅 歩5分
京王井の頭線/西永福駅 歩12分
東京メトロ丸ノ内線/方南町駅 歩17分
","
新築
4階建
","
											2階",18万円,10000円,18万円,18万円,2LDK,44.51m2
京王井の頭線 永福町駅 4階建 新築,東京都杉並区和泉３,"
京王井の頭線/永福町駅 歩5分
京王井の頭線/西永福駅 歩12分
東京メトロ丸ノ内線/方南町駅 歩17分
","
新築
4階建
","
											3階",18.1万円,10000円,18.1万円,18.1万円,2LDK,44.51m2
ウェルスクエア永福町,東京都杉並区和泉３,"
京王井の頭線/永福町駅 歩5分
京王井の頭線/西永福駅 歩14分
東京メトロ丸ノ内線/方南町駅 歩17分
","
新築
4階建
","
											1階",17.3万円,10000円,17.3万円,17.3万円,2SLDK,46.44m2
ウェルスクエア永福町,東京都杉並区和泉３,"
京王井の頭線/永福町駅 歩5分
京王井の頭線/西永福駅 歩14分
東京メトロ丸ノ内線/方南町駅 歩17分
","
新築
4階建
","
											4階",17.5万円,10000円,17.5万円,17.5万円,2LDK,40.89m2
ウェルスクエア永福町,東京都杉並区和泉３,"
京王井の頭線/永福町駅 歩5分
京王井の頭線/西永福駅 歩14分
東京メトロ丸ノ内線/方南町駅 歩17分
","
新築
4階建
","
											2階",17.7万円,10000円,17.7万円,17.7万円,2LDK,42.88m2
